      2 adc
      1 add
      1 addenduma
      1 addíciójával
      1 addícionál
     77 addig
      4 addigi
      1 addiginál
      2 addigra
      1 addikció
      1 addikciók
      1 addikciós
      1 addikciót
      1 addiktívnak
      1 addis
      5 addisonkór
      1 addisonkórban
      1 additíve
      2 ade
      1 adekvátan
      1 adelta
      2 adenilátcikláz
      1 adenin
      1 adeninnel
      2 adenocarcinoma
      1 adenocarcinómáinak
      1 adenocarcinómák
      1 adenocarcinómás
      2 adenohipofízis
      1 adenohypophysis
     11 adenokarcinóma
      1 adenokarcinómák
      1 adenokarcinómáktól
      1 adenokarcinómáról
      1 adenokarcinómás
      1 adenokarcinómát
      1 adenoma
      2 adenóma
      1 adenomák
      1 adenómát
      1 adenomatózus
      1 adenopátia
      2 adenophorea
      1 �adenoreceptorokat
      1 �adenoreceptorokhoz
      1 adenosine
      1 adenosquamosum
      2 adenovírus
      4 adenovírusok
      5 adenozin
      1 adenozindeamináz
      1 adenozindifoszfátként
      1 adenozinmonofoszfátként
      1 adenozinmonofoszfátot
      1 adenozinreceptor
      1 adenozintrifoszfát
      1 adenozintrifoszfátból
      1 adenozintrifoszfátként
      1 adenylate
      1 adeps
     12 adh
     13 adhat
      3 adhatja
      2 adhatják
     10 adhatnak
     22 adható
      6 adhatók
      1 adhattak
      2 adhatunk
      1 adhelválasztás
      1 adhezin
      1 adhéziót
      1 adipex
      1 adipokinok
      1 adiponektin
      1 adiposa
      2 adiposis
      1 adiposum
      2 aditus
     38 adja
     46 adják
      2 adjanak
      6 adjon
      2 adjuk
      4 adjunk
     10 adjuváns
      4 adler
      6 administration
      1 administrative
      1 adminisztrációjáért
      1 adminisztrációk
      1 adminisztrációs
      1 adminisztráljuk
      3 adminisztratív
     58 adnak
      1 adnának
     20 adni
      2 adnia
     19 adó
      5 adóból
     19 adódik
      1 adódna
      1 adódnak
     17 adódó
     10 adódóan
      1 adódott
      1 adódtak
      1 adóhivatali
      1 adójából
      1 adójóváírás
      2 adok
      1 adók
      1 adokadók
      1 adókban
      1 adókból
      1 adoleszcens
      5 adolf
      2 adolphe
      1 adomány
      1 adománya
      1 adományoz
      1 adományozta
      1 adósság
      2 adóssága
      1 adósságállománya
      1 adósságrendezési
      1 adót
      1 adóterületen
      1 adótornyát
    254 adott
      1 adótt
      2 adottak
      1 adottságai
      1 adottságaiból
      1 adottságaink
      1 adottságát
      1 adottságiból
      1 adottságnál
      4 adottságok
      1 adottságokat
      2 adottságokkal
      1 adottságoktól
      1 adottságot
      1 adottságú
      1 adózási
      1 adózók
      1 adp
      1 adpc
      1 adpribozilálja
      1 adpt
      1 adrealin
      1 adrenal
     12 adrenalin
      1 adrenalinéhoz
      1 adrenalinelválasztást
      1 adrenalinhoz
      1 adrenalinkoncentrációja
      1 adrenalinná
      1 adrenalinnak
      2 adrenalinnal
      1 adrenalinnál
      6 adrenalint
      1 adrenalintermelő
      3 adrenalis
      1 adrenális
      1 adrenarche
      2 adrenerg
      1 adrenocortikális
      2 adrenogenitális
      1 adrenokortikális
      3 adrenokortikotrop
      1 adrenoreceptor
      1 ads
      1 adsorption
      1 adszorbens
      1 adszorbensek
      2 adszorpció
     19 adta
     11 adtak
      4 adták
      1 adu
      1 aduckhong
      1 adunk
     20 adva
      3 advaita
      1 advance
      1 advanced
      1 adventisták
      1 adventistákon
      1 adventitia
      1 adverse
      3 adverz
      1 adynamia
      6 aedes
      1 aegineta
      3 aegypti
      1 aegyptiacus
      1 aeqeductus
     14 aerob
      1 aerobik
      1 aerogenes
      1 aeroszol
      1 aeroszolként
      2 aeroszolok
      1 aeroszolokban
      1 aeroszolos
      5 áért
      1 aeruginosa
      1 aeruginosaval
      2 aes
      2 aesculapius
      1 aethiops
      1 aetius
     10 afázia
      7 afáziában
      1 afáziák
      2 afáziának
      1 afáziáról
      1 afáziás
      2 afáziát
      1 afáziával
      5 afáziológia
      1 afáziológiában
      1 afb
      1 afbt
      1 áféle
      1 afelett
      1 aferézises
      1 aferézist
      1 affectionnek
      4 affektív
      1 affektusokat
      1 afféle
     11 afferens
      1 affinitás
      4 affinitása
      1 affinitásának
      1 affinitáskromatográfia
      1 affinitásos
      9 affinitással
      2 affinitást
      4 affinitású
      1 affordanciaelmélete
      2 afganisztánban
      1 [afgf]
      1 afgffel
      1 afgffgf
      6 afónia
      1 afónián
      1 afóniának
      1 afóniás
      1 aforizmákba
      1 afp
      2 africanum
     12 afrika
      1 afrikába
     22 afrikában
      1 afrikából
     17 afrikai
      1 afrikán
      1 afrikát
      2 afroamerikai
      1 afroamerikaiakban
      1 afrokarib
      6 afta
      1 aftagyógyszer
      1 aftaszerű
      5 afzelii
      3 ag
      9 ág
      1 aga
     31 ága
      2 ágából
      1 ágához
      8 ágai
      1 Ágai
      1 ágaiban
     12 ágak
      5 ágakat
      1 ágaként
      1 ágakkal
      1 ágakra
      1 agammaglobulinaemia
      1 ágának
      1 agancs
      1 ágára
      1 agaragar
      1 agarak
      1 ágaskodnak
      4 ágat
      3 ágát
      1 agatha
      1 agathurzék
      4 ágazat
      2 ágazati
      1 ágazatnak
      1 ágazatok
      1 ágazatokban
      4 ágazik
      2 ágaznak
      1 ágazódva
      1 agb
      1 ágban
      2 age
      2 agency
      1 agenesis
      4 ágens
      7 ágensek
      1 ágenseket
      4 agent
      1 aggályai
      1 aggályok
      1 aggaszt
      1 aggasztja
      1 aggasztó
      1 aggasztóan
      2 agglutináció
      1 agglutinációját
      1 agglutininek
      3 aggodalmak
      1 aggodalmának
      2 aggodalmat
      1 aggodalmukat
      1 aggodalom
      2 aggodalommal
      6 aggodalomra
      3 aggódás
      2 aggódnak
      1 aggódó
      1 aggregációjára
      1 aggregátumai
      1 aggregátumokat
      3 aggyal
      1 ággyal
      1 agi
      1 agitans
      1 agno
      1 agnosia
     21 agnózia
     12 agnóziák
      1 agnóziáknak
      1 agnóziát
      1 agnóziával
      1 ágon
      1 agonális
      6 agonista
      1 agonistája
      6 agonisták
      1 agonistaként
      1 agonistákkal
      1 �agonistáktól
      1 agonistával
      1 agonizmusa
      1 agora
     16 agorafóbia
      1 agorafóbiában
      1 agorafóbiára
      3 agorafóbiás
      2 agorafóbiások
      1 agorafóbiát
      2 Ágost
      1 Ágoston
      2 Ágota
      1 agoutirelated
      6 ágra
      1 agráfia
      1 agrammatizmus
      1 agranulociták
      1 agranulocitózis
      2 agranulocytosis
      1 agrártámogatások
      1 agrártudományi
      2 ágrendszeréhez
     12 agresszió
      1 agresszióhoz
      2 agressziót
     12 agresszív
      1 agresszívabb
      1 agresszívabbá
      1 agresszívabban
      1 agresszívebb
      2 agresszivitás
      1 agresszivitását
      3 agresszívvá
      1 agricultural
      1 agrippa
      1 agrp
      3 ágú
      1 aguanet
    111 agy
      7 ágy
      3 agya
      2 agyába
      4 agyában
      1 agyából
      1 agyafúrtságukkal
      7 agyag
      1 agyagáruk
      2 agyagásványok
      1 agyagedények
      1 agyagfigurákon
      1 agyaggal
      1 agyagos
      2 agyagot
      1 agyagszobrokon
      1 agyagtapasztású
      1 agyagzagyba
      1 agyak
      8 ágyak
      1 agyalap
     35 agyalapi
      1 agyalapot
      1 agyállományból
      1 agyalnak
      4 agyának
      3 ágyas
      6 agyat
      4 agyát
      1 agyával
      1 ágyazódnak
      1 ágyazódva
      2 ágyazott
      2 ágyazottan
      1 ágyazták
      2 ágyazva
      5 agyba
     37 agyban
      6 ágyban
      1 Ágyban
      2 agybeli
      1 agybéli
      2 agyberendezés
      1 agybetegeket
      1 ágybetét
      3 agyból
      1 agyburkoknak
      3 agydaganat
      1 agydaganatnak
      6 agydaganatok
      2 ágyék
      6 ágyéki
      1 Ágyékkötője
      1 agyérgörcs
      1 agyfejlődés
      7 agyfélteke
      1 agyféltekébe
      1 agyféltekében
      1 agyféltekéjének
      1 agyféltekére
      1 agyféltekéről
      3 agyféltekét
      1 agyfertőzés
      1 agyfüggelék
      1 agyfüggelékmirigy
      1 agyfunkciót
      1 agygép
     24 agygerincvelői
      2 agyhalál
      9 agyhártya
      3 agyhártyába
      1 agyhártyából
     62 agyhártyagyulladás
      1 agyhártyagyulladása
      3 agyhártyagyulladásban
      1 agyhártyagyulladásdiagnózisának
      1 agyhártyagyulladásért
      1 agyhártyagyulladáshoz
      1 agyhártyagyulladásjárványok
      1 agyhártyagyulladásként
      2 agyhártyagyulladásnak
      1 agyhártyagyulladások
      1 agyhártyagyulladáson
      5 agyhártyagyulladásos
      1 agyhártyagyulladáspontozási
      3 agyhártyagyulladásra
      1 agyhártyagyulladásról
      1 agyhártyagyulladással
     15 agyhártyagyulladást
      1 agyhártyahegesedést
      2 agyhártyák
      1 agyhártyáknak
      1 agyhártyákra
      1 agyhártyára
      1 agyhártyával
      2 agyhasítás
      1 agyhasításon
      3 agyhasításos
      1 agyhoz
      1 ágyhoz
      1 agyhullámokban
    105 agyi
      6 agyideg
      6 agyidegek
      1 agyidegekből
      1 agyidegekre
      1 agyidegi
      1 agyidegmagok
      1 agyidegmagvak
      1 agyiérrendszeri
      1 agyigerincvelői
      7 agykamra
      1 agykárosító
      4 agykárosodás
      2 agykárosodást
     11 agykéreg
      4 agykéregben
      1 agykéregből
      1 agykéreggel
      2 agykéreghez
      1 agykéregre
      1 agykérgének
      2 agykérget
      2 agykérgi
      1 agykinyomódás
      5 agykocsány
      1 agykoponya
      1 agylapi
      1 ágymelletti
      1 agyműködés
      2 agyműködésre
      2 agyműtét
      2 agyműtétet
      3 agynak
      1 ágynemű
      2 ágyneműt
      2 agynyomás
      5 ágynyugalom
      1 ágynyugalomból
      1 ágynyugalommal
      1 agyödéma
      4 agyon
      7 agyra
      6 agyrázkódás
      2 agyról
      1 ágyról
      2 agysebészeti
      7 agysejtek
      1 agysejttenyészetből
     10 agysérülés
      1 agysérülése
      3 agysérülések
      1 agysérülésekhez
      1 agysérüléssel
      1 agysérült
      1 agysérültekkel
      1 agystimulációval
      1 agyszelektív
      1 agyszerkezet
      3 agyszövet
      2 agyszövetben
      1 ágytálat
      1 agytekervények
      1 agytérfogat
      5 agyterület
      3 agyterületek
      2 agyterületeken
      1 agyterületeket
      1 agyterületre
     12 agytörzs
      1 agytörzsbe
      3 agytörzsben
      1 agytörzset
      1 agytörzshöz
      6 agytörzsi
      1 agytörzsön
      1 agytudomány
      1 agytumor
      1 ágyú
      1 agyuk
      1 agyukba
      3 agyunk
      1 agyunkban
      1 agyvelejüket
      6 agyvelő
      1 agyvelőelfajulás
      1 agyvelőelfajulását
     20 agyvelőgyulladás
      2 agyvelőgyulladása
      1 agyvelőgyulladásban
      2 agyvelőgyulladásnak
      3 agyvelőgyulladásos
      6 agyvelőgyulladást
      1 agyvelői
      1 agyvelőnek
      1 agyvelőt
      5 agyvérzés
      1 agyvérzésben
      1 agyvérzése
      1 agyvérzések
      1 agyvérzéseket
      1 agyvérzéses
      1 agyvérzéshez
      1 agyvérzésre
      1 agyvérzéssel
      2 agyvérzést
      2 agyvíz
      1 agyvizet
      1 ah
      1 aha
      2 ahány
      2 ahányan
      1 ahányat
      1 ahányszor
      1 aházityúkmexikóhn
      1 aházityúknakornpatomthaiföldcukhn
      1 aházityúkscotland
      7 ahelyett
     84 ahhoz
      1 ahi
      1 ahien
      1 ahimsa
      1 ahimsában
      5 ahimsza
      8 ahn
     68 ahogy
     17 ahogyan
    323 ahol
     15 ahonnan
      1 ahonnét
      5 ahova
      2 ahová
      1 ahoz
      1 ához
      1 ahr
      1 ahwr
      3 ai
      1 aid
     17 aids
      2 aidsben
      1 aidsbeteg
      1 aidsbetegeknél
      1 aidsbeteggel
      2 aidsellenes
      2 aidses
      1 aidsesek
      3 aidset
      1 aidsfertőzés
      1 aidshalálozás
      1 aids�nek
      2 aidsszel
      1 aidstől
      1 áig
      1 ailanthus
      1 airlangga
      1 aiszóposz
      3 aj
      9 ajak
      1 ajakápolót
      1 ajakba
      1 ajakban
      1 ajakfékek
      1 ajakformálással
      1 ajakherpesz
      1 ajakmozgások
      2 ajakpír
      1 ajames
      2 ajándék
      1 ajándékának
      1 ajándékkal
      1 ajándéknak
      2 ajándékokkal
      1 ajándékozási
      1 ajándékozta
      1 ajánl
      3 ajánlanak
      1 ajánlani
      3 ajánlás
      6 ajánlása
      1 ajánlásában
      1 ajánlásai
      1 ajánlását
      1 ajánlásával
      6 ajánlások
      2 ajánlásokat
      1 ajánlásoknak
      5 ajánlást
     17 ajánlatos
      1 ajánlhatják
      1 ajánlhatjuk
      1 ajánlható
     17 ajánlja
     18 ajánlják
     74 ajánlott
      4 ajánlotta
      3 ajánlották
      1 ajánlva
      4 ajcc
      3 ajcctnm
     10 ajkak
      2 ajkakat
      1 ajkakig
      1 ajkakkal
      4 ajkakon
      1 ajkaktól
      1 ajkat
      1 ajkát
      1 ajkon
      1 ajkuk
      1 ajna
      1 ajtaját
      1 ajtón
      1 ajtónyikorgás
      1 ajtót
      2 ájulás
      1 ájulásérzés
      6 ájurvéda
      3 Ájurvéda
      1 ájurvédagyakorlatok
      1 ájurvédikus
      1 Ájurvédikus
      1 akác
      1 akacsahong
      2 akad
      1 akadállyal
      4 akadály
      2 akadálya
      1 akadályba
      1 akadálycsőbe
      1 akadálycsövön
      2 akadálymentes
      1 akadálymentesítés
      2 akadálymentesítése
      1 akadálymentesítésére
      7 akadályok
      6 akadályokat
      1 akadályokba
      1 akadályoknak
      1 akadályoz
      2 akadályozása
      1 akadályozását
      1 akadályozásától
      1 akadályozásával
      3 akadályozhatja
      1 akadályozhatják
      4 akadályozni
      1 akadályozniuk
      4 akadályozó
      1 akadályozólag
      3 akadályozott
      2 akadályozottsága
      1 akadályozták
      2 akadályoztatásakor
     22 akadályozza
     13 akadályozzák
      3 akadályt
      1 akadálytalanul
     11 akadémia
      1 akadémiai
      1 akadémián
      1 akadémiára
      2 akadémiát
      2 akadémikus
      1 akadhat
      1 akadnak
      1 akadozó
      2 akalkulia
      1 akalkuliának
     10 akar
    339 akár
      1 akarása
      1 akarásról
      1 akarat
      3 akarata
      2 akaratából
      1 akaratán
      1 akaratát
      1 akaratától
      1 akarati
     10 akaratlagos
      1 akaratlagosabbnak
      8 akaratlagosan
     11 akaratlan
      1 akaratlanok
      3 akaratlanul
      1 akaratos
      4 akarattal
      1 akarattalan
      1 akarattalanul
      2 akarattól
      1 akaratukon
      1 akaratukról
      2 akaratunktól
      9 akárcsak
      1 �akárcsak
      5 akarja
     12 akarják
      1 akármilyen
      7 akarnak
      1 akaró
      1 akarsz
      1 akart
      5 akarta
      4 akartak
      1 akarták
      2 akarunk
      1 akas
      1 akasztás
      1 akasztásnál
      1 akasztással
      1 akathisia
      1 akcelerátorként
      4 akceptor
      1 akceptort
      1 akció
      2 akcióba
      1 akciócsoportja
      2 akcióelvű
      1 akciófilmek
      1 akcióhősök
      1 akciókat
     10 akciós
      1 akcióterv
      2 akciótervek
      1 akhand
    230 aki
    285 akik
      8 akikben
      1 akikből
      1 akiken
      1 akikért
     12 akiket
      2 akikkel
     57 akiknek
     46 akiknél
      1 akikre
      1 akiktől
     25 akinek
      3 akinél
      1 akinetikus
     13 akinetopszia
      2 akinetopsziában
      1 akinetopsziához
      2 akinetopsziának
      1 akinetopsziára
      2 akinetopsziáról
      2 akinetopsziát
      1 akinetopsziával
      1 akirális
      2 akire
      3 akiről
     12 akit
      4 akivel
      1 akkomodációs
    465 akkor
     10 akkora
      1 akkorák
     13 akkori
     16 akkoriban
      2 akkortájt
      1 akkreditálhatók
      4 akkreditált
      1 akkumulációt
      2 akkumulálódnak
      1 akkumulátor
      1 akkumulátoraiban
      1 akkumulátorcellák
      1 akkumulátorról
      1 aknák
      1 aknaszlatinamarosújvárparajd
      1 aknázat
      2 aknázata
      1 aknázatot
      2 akne
      1 akné
      1 akonit
      1 akonitin
      1 akörül
      2 aközött
      1 akra
      1 akriflavin
      1 akrilanyagokból
      1 akrilátok
      1 akrilból
      1 akrilgyanta
      1 akrilmonomerből
      1 akrilüveget
      5 akrofóbia
      1 akrolein
      1 akroleinszintet
      3 akromátok
      9 akromatopszia
      1 akromatopsziáról
      1 akt
      1 aktinmiozin
      5 aktinoidák
      1 aktinolit
      1 aktinolitot
      1 aktinolitpalában
      1 aktis
    106 aktív
      2 aktívabb
      3 aktívabbá
      1 aktívabbak
      4 aktiváció
      2 aktivációja
      1 aktivációjából
      2 aktivációján
      1 aktivációját
      1 aktivációjával
      2 aktivációs
      1 aktívak
      1 aktívakká
      1 aktiválás
      7 aktiválása
      1 aktiválásában
      1 aktiválásából
      1 aktiválására
      1 aktiválását
      1 aktiválási
      1 aktiválhatnak
     19 aktiválja
      3 aktiválják
      1 aktiválnak
      2 aktiválni
      6 aktiváló
      1 aktiválódás
      3 aktiválódása
      3 aktiválódását
      2 aktiválódási
      1 aktiválódást
      1 aktiválódásuk
      9 aktiválódik
     10 aktiválódnak
      1 aktiválódó
      3 aktivált
      1 aktiválva
      9 aktívan
      1 aktivátor
      3 aktivátorainak
      6 aktivátorok
      4 aktivista
      1 aktivistája
      1 aktivistákkal
     20 aktivitás
     17 aktivitása
      1 aktivitásából
      2 aktivitásához
      1 aktivitásán
      9 aktivitásának
      1 aktivitására
     19 aktivitását
      3 aktivitásával
      2 aktivitási
      1 aktivitásmintázatnak
      2 aktivitásnak
      2 aktivitásnál
      2 aktivitások
      1 aktivitásokhoz
      1 aktivitásra
     10 aktivitással
      1 aktivitásszintjének
     10 aktivitást
      1 aktivitástól
      4 aktivitású
      1 aktivitásuk
      1 aktivitásukat
      1 aktivitásukkal
      4 aktivizálja
      1 aktivizálódik
      4 aktivizálódnak
      2 aktívnak
      1 aktívtoxikus
     13 aktuális
      2 aktuálisan
      1 aktualitását
     10 aktus
      1 aktusa
      1 aktusok
      2 aktusra
      1 aktussal
      1 aktvitása
      2 akupontok
      1 akupresszúrának
      1 akupresszúrás
     12 akupunktúra
      1 akupunktúrának
     10 akupunktúrás
      1 akusztika
      1 akusztikai
      1 akusztikailag
     11 akusztikus
     92 akut
      1 akutak
      1 akutan
      1 akvakomplex
      2 akvamarin
      1 akváriumokban
     20 al
      1 ál
      3 ala
    100 alá
      2 alabama
      5 alább
      1 alábbhagy
      1 alábbhagyni
      1 alábbhagytak
     62 alábbi
      8 alábbiak
      4 alábbiakat
      4 alábbiakban
      1 alábecslésével
      1 alábecsülik
      1 alábecsült
      1 alábecsülte
      1 alábélelő
    184 alacsony
     84 alacsonyabb
      1 alacsonyabbak
      1 alacsonyabbakat
      1 alacsonyabbrendű
      2 alacsonyak
      3 alacsonyan
      1 alacsonyfajsúlyú
      1 alacsonyítják
      2 alacsonynak
      1 alacsonynövés
      1 aladaw�yah
      1 alagsorában
      4 alagút
      1 alagutakat
      1 alagútba
      1 alagútban
      1 aláírásával
      1 aláírással
      1 aláíratnak
      1 aláíróit
      1 aláírt
     12 alak
      1 �alak
      1 alakáját
      2 alakba
     15 alakban
      1 alakformálás
      1 alakformálást
      2 alakformáló
      1 alakh
      2 alakhű
      3 alaki
      1 alakilag
      5 alakít
      8 alakítanak
      3 alakítani
      1 alakításában
      1 alakításával
      1 alakíthasson
      2 alakíthat
      8 alakítható
      1 alakíthatóak
      3 alakíthatók
      1 alakíthatósága
     11 alakítja
     13 alakítják
      1 alakítjuk
      4 alakító
      3 alakított
      4 alakította
      3 alakítottak
      5 alakították
      1 alakítva
     34 alakja
      1 alakjába
     16 alakjában
      1 alakjából
      1 alakjához
      2 alakjai
      1 alakjaik
      1 alakjainak
      1 alakján
      3 alakjának
      2 alakjára
      1 alakjáról
      8 alakját
      5 alakjuk
      4 alakjukat
      2 alakjukban
      1 alakjukról
      1 alaklélektan
      1 alaklór
      1 alaknál
      4 alakok
      4 alakokat
      1 alakoknál
      2 alakos
      1 alakoselemek
      8 alakot
      1 alakra
      1 alaktagolás
      1 alaktana
     72 alakú
      8 alakúak
    217 alakul
      3 alakulása
      2 alakulásában
      1 alakulásához
      1 alakulására
      4 alakulását
      2 alakulásával
      1 alakulásukat
      1 alakulatok
      1 alakulhasson
     42 alakulhat
     11 alakulhatnak
      2 alakulhatott
      5 alakuljon
     67 alakulnak
      3 alakulni
     60 alakult
     18 alakultak
      1 alakulva
      2 alakúra
      1 alakúvá
      1 alakváltozása
      1 alakváltozatokat
      2 alakzatban
      2 alakzatok
      2 alália
      1 alamizsnáért
      1 alamizsnaként
      1 alan
      1 alanin
     28 alany
      2 alanya
      2 alanyai
      1 alanyba
      1 alanyé
      9 alanyok
      1 alanyoknak
      3 alanyokon
      2 alanyon
      2 alanyt
      1 alanytól
      1 aláöltés
      6 alap
      1 alapadatok
      1 alapállapot
      1 alapállapotban
      1 alapállományát
      9 alapanyag
      8 alapanyaga
      4 alapanyagai
      1 alapanyagaként
      1 alapanyagának
      1 alapanyagául
      1 alapanyagává
      1 alapanyagban
      2 alapanyagból
      2 alapanyagcsere
      1 alapanyagcsereértéken
      1 alapanyagcseréje
      1 alapanyagcserét
      2 alapanyagként
      1 alapanyagnak
      2 alapanyagok
      3 alapanyagokat
